,stopword,rating,sentiment
1901,sayang aplikasi nya cm bs pake akun hp jd susah lau upload sertifikat dgn no ktp yg beda ortu gak hp krn bbrp ortu yg tdk bs aplikasi hp,3.0,negative
1902,sayang setifikat vaksin tdk akses utk pergi scan tp kartu vaksin nga,2.0,negative
1903,sayang pedulilindungi henti iyasudah gak masuk apikasinya tolong,1.0,negative
1904,scan nya susah scan kali kali gagal,2.0,negative
1905,scan qcode radius sihh gak,2.0,negative
1906,scan qr gak bisaminta lokasi udah on lokasi udah install ulang tetep gak,2.0,negative
1907,scan gagal masuk kerja buruk,1.0,negative
1908,scroll maju mundur isi tanggal lahir nya cepetin dongatau go to gituh mending tulis manual aja cepet taun an mencet puluh kali,3.0,negative
1909,sdh bbrp kali download tdk muncul nya tuju mohon solusi nya,1.0,negative
1910,sdh upgrade apl ga bs buka ga klik,1.0,negative
1911,sdh vaksin indikator merahbelum vaksin esertifikat muncul solusi,2.0,negative
1912,sdh downloud gak buka aplikasi peduli lindungisaya sdh vaksin gak lihat sertifikat nya,1.0,negative
1913,sdh vaksin tp tdk bsa buka sertifikat blm lg kode otp ny g sy terima,1.0,negative
1914,mmg kesel pakek aplikasi iniudah bener update g dibukasmp ngulang downloud berkaliternyata ukur huruf bru dibukabgi aplikasi centang tuju tdk didigesersilhkn ukur huruf atur trksh smg bantu,4.0,negative
1915,kartu vaksin gk sihkok aplikasi gk nunjukin sertifikat udah vaksin dr minggu lalukasih solusi donk cuman atur aja,1.0,negative
1916,sebenernya aplikasi manfaat gak sih,1.0,negative
1917,sebenernya aplikasi bagus ramah utuk bagus fitur batal tiket vaksinasi,4.0,positive
1918,fungsi tolong lihat sertifikat sll suruh masuk nik periksa masuk nik tp ttp tdk hasil ga,2.0,negative
1919,aplikasi bagus,2.0,positive
1920,ajar,1.0,negative
1921,sedih vaksin dosis yg muncul peduli lindung vaksin dosis udah hubung data diinput selenggara vaksin udah kirim email kena nama data yg bom ken pulkam kaya sulit,2.0,negative
1922,saran aplikasi isi data tanggal lahir ketik sajaagar mudah ubahsekarang geserkebayang gak geser gel tanganjangan bego,2.0,negative
1923,asalasalan bikin aplikasi,1.0,negative
1924,ngotak ngatik peduli lindongi kode otp kaga muncul muncul expired taik program perintah server ko dai,1.0,negative
1925,update aplikasi susah utk check in hasil check in check out,2.0,negative
1926,tgl okt sd aplikasi tdk buka downloadapakah sistem blm jg hasil hebat jg ya,2.0,negative
1927,ok,4.0,positive
1928,gak ngeluarin sertifikat buruk,1.0,negative
1929,yg,4.0,positive
1930,login susah ngga masuk tolong mudah loginnya masyarakat mudah,1.0,negative
1931,kelas aplikasi perintah cacat gin yahh pakai gimana aplikasi syarat bijak privasi,1.0,negative
1932,kelas negara bikin aplikasi aja ga becus ecek ecek payah bug,1.0,negative
1933,keluarga vaksin sertifikat vaksin banget aplikasi gak,1.0,negative
1934,ktp kk pakai kk,5.0,positive
1935,kendala minggu check out otomatis tinggal area menu check out nya hilang mohon,1.0,negative
1936,ok bagus,4.0,positive
1937,selamat malam aplikasi nya bagus manfaat aplikasi nya bantu wnitapi aplikasi nya kurg lengkaphanya pinta nik ktp ajaknpa tambahahin no pasport mendaftarbagaimna dg warga negara indonesia vaksin indonesia bagaimna daftar peduli lindung terimakasih,1.0,positive
1938,selamat bantu terang data bangsa indonesia moga sehat sukses peduli lindung sukses,5.0,positive
1939,selamat siang nih aplikasi nggak muncul sperti aq scane halaman bijak syarat diupdate mohon penjelasannyamakasih trimakasih perhati saran laku eeech halaman nya muncul tulis bikin mata parah mohon maaf komentar ganti hp ya,5.0,negative
1940,urus administrasi kerja wajib pakai sertifikat vaksin dapet sertifikat sulit tolong sistem layan,1.0,negative
1941,susah rakyat sja aplikasi klu mmng realisasi sllu aplikasi saran sya lgi aplikasi karen simple praktis ecek mendounlod sertifikat laku scane barcode sya susah menscane barcode sya pergi aplikasi update,1.0,negative
1942,ribet aneh gara gara kapital nama gak,1.0,negative
1943,semenjak update aplikasi pedulilindungi hp gk scan qr merk hp oppo neo,3.0,negative
1944,moga allah azza wa jalla angkat corona,5.0,positive
1945,moga manfaat amal ibadah,4.0,positive
1946,moga manfaat mudah dlm akses,5.0,positive
1947,moga bermanfaatterima kasih hasil pungsi,5.0,positive
1948,moga covid hilang new normal bebas covid moga data jaga indonesia bangkit,5.0,positive
1949,moga up coment developer aplikasi re captcha ber ulang  kali ulang karna jawabanpilihan salah mohon tindak meng klaim sertifikat vaksin,1.0,negative
1950,moga aplikasi,5.0,positive
1951,moga manfaat,4.0,positive
1952,moga sehat,5.0,positive
1953,moga kovid berahir warga indonesia kendali vaksinasi virus indonesia harap warga vaksin indonesia bener sehat wasalam anak bangsa,5.0,positive
1954,moga lancar akses,4.0,positive
1955,moga bantu aamiin,5.0,positive
1956,moga masuk sorga yg terlibataamiin,5.0,positive
1957,moga sehat dunia,5.0,positive
1958,moga rakyat dunia lindung wabah covid terima kasih perintah suntik vaksin sertifikat vaksin nya moga lindung allah swt sehat wal alfiat rezeki tiada tara amiiin ya robbal alamin,5.0,positive
1959,moga sesuai harap,5.0,positive
1960,mantep sertifikat coba pake nomor hp daftarin vaksin terimakasih,5.0,positive
1961,senang lihat bahws vaksin,5.0,positive
1962,compatible android force close,4.0,negative
1963,serifikat muncul ya knpa,3.0,negative
1964,elormenghambat aktivitas,2.0,negative
1965,eror barcode gak baca,1.0,negative
1966,eror aplikasi perintah gin ya parah,1.0,negative
1967,errortiba menu awalbikin kerumun aja masuk yg butuh aplikasi iniklo aplikasi dipake ya yg oke kwalitasnya,2.0,negative
1968,ga buka,1.0,negative
1969,gagal check in sesuai syarat,1.0,negative
1970,reset jelek app nya,2.0,negative
1971,nggak muncul hasil testnya,2.0,negative
1972,sertfikat vaksin gak,4.0,negative
1973,sertifikas tdk muncul,5.0,negative
1974,sertifikasi vaksin tdk dpt akses sdh h vaksin,3.0,negative
1975,sertifikat ga vaksin kali,1.0,negative
1976,sertifikat ga muncul udh bener data ntah knp susah bgt pdhl udh x vaksin baca ulas trnyata yg ya yg kartu vaksin x,2.0,negative
1977,sertifikat gak,2.0,negative
1978,sertifikat gk muncul udh,1.0,negative
1979,sertifikat kagak muncul,1.0,negative
1980,sertifikat gimana nih vaksin,5.0,negative
1981,sertifikat gak muncul,1.0,negative
1982,sertifikat nya g trus pake scan barcode g,2.0,negative
1983,sertifikat nya muncul vaksin tgl sekolah anak sy ko susah bener sih sy vaksin muncul sertifikat nya sih,1.0,negative
1984,sertifikat nya ko hilang ya kemarin,1.0,negative
1985,sertifikat nya ngak,1.0,negative
1986,sertifikat gak muncul vaksin,1.0,negative
1987,sertifikat ngk muncul pdhal udah nyata vaksin,1.0,negative
1988,sertifikat status vaksinasi merah nya,3.0,negative
1989,sertifikat muncul vaksin nik yg ketik,1.0,negative
1990,sertifikat taksin masuk peduli lindung,5.0,negative
1991,sertifikat kontak email email ngaco kasih menu kontak jgn lepas tangan mega proyek iya tim ngaco kaya gin,1.0,negative
1992,sertifikat muncul aplikasi,1.0,negative
1993,sertifikat bs lihat aplikasi jelek gak,1.0,negative
1994,sertifikat akses aplikasi sdh cantum no hp yg solusi sertifikat vaksin muncul,1.0,negative
1995,sertifikat muncul,1.0,negative
1996,sertifikat udah aplikasi sampe status merah web merah email ga direspon ditlfn ga tolong solusi,1.0,negative
1997,sertifikat vajsin blm muncul selesai vaksin,3.0,negative
1998,sertifikat vaksin gak ganti orang wa layan ngelag klo gak niat bikin aplikasi gak bikin ribet rakyat,1.0,negative
1999,sertifikat vaksin buka,1.0,negative
2000,sertifikat vaksin dosis muncul udah vaksin dosis,5.0,negative
2001,sertifikat vaksin ga muncul mending versi yg,1.0,negative
2002,sertifikat vaksin gak sedia vaksin tera vaksin,1.0,negative
2003,sertifikat vaksin kadang muncul kadang ngga udah gitu ga login stuck halaman aja pandu kasih,1.0,negative
2004,sertifikat vaksin muncul aplikasi layan sekalisudah input data,1.0,negative
2005,sertifikat vaksin ga muncul,1.0,negative
2006,sertifikat vaksin gak muncul muncul,5.0,negative
2007,sertifikat vaksin klik isi klaim sertifikat hasil nihil alias zonk mohon klo bikin aplikasi cari ahli it yg mumpuni tdk kecewa rakyat,1.0,negative
2008,sertifikat vaksin blm,5.0,negative
2009,sertifikat vaksin hilang,1.0,negative
2010,sertifikat vaksin udah haritapi orang aja udah sertifikat nya gimana nih urus nya woyykerja bener,1.0,negative
2011,sertifikat vaksin hilang verifikasi ulang kesel dh,5.0,negative
2012,sertifikat vaksin vaksin cepat diupdate pergi urus buruk kerja aplikasi,1.0,negative
2013,sertifikat vaksin ko ngilang ya pas vaksin muncul sertifikat nya pas cek gak aman gak sih aplkasi nya,1.0,negative
2014,sertifikat vaksin ya aplikasi pas buka sms nik salah gimana,3.0,negative
2015,sertifikat vaksin gak data udah lengkap mohon bantu min,3.0,negative
2016,sertifikat vaksin vaksin kali kontak hasil nihil,1.0,negative
2017,sertifikat vaksin muncul daftar vaksin wk,1.0,negative
2018,sertifikat vaksin tunggu tunggu koq ga tampil ga didownload ga cetak vaksin meoderna yamg kecewa,1.0,negative
2019,sertifikat vaksin tdk diperiksatolong check aplikasi,1.0,negative
2020,sertifikat vaksin kunci didownload masuk nik pengaruh apaapa,1.0,negative
2021,sertifikat vaksin vaksin no hp sdh,1.0,negative
2022,sertifikat vaksin muncul download yg gabisa masuk mall ngescan barcode,1.0,negative
2023,sertifikat vaksin muncul apk muncul website peduli lindung sertifikat vaksin apk isi data yg lengkap tulis sertifikat hasil muncul apk peduli lindung,1.0,negative
2024,sertifikat vaksin muncul uda vaksin selesai,1.0,negative
2025,sertifikat vaksin muncul lbh bln,1.0,negative
2026,sertifikat vaksin gak muncul gimana tolong diberitahu,1.0,negative
2027,sertifikat vaksin yg tersediapadahal vaksin,3.0,negative
2028,sertifikat vaksinasi tdk lapor,4.0,negative
2029,sertifikat vaksin buka ya,3.0,negative
2030,sertifkat vaksin sedia kalo log in web sertifikat pergi pesawat bilang vaksin terang vaksin gimana sih developer kbykn korup gimana,2.0,negative
2031,sertipikatnya gak akses,1.0,negative
2032,sertivikat muncul,1.0,negative
2033,sertivikat vaksin sedia nya udah hilang klo emang data sertivikat vasin ga simpan apk peduli lindung terang biar langsung download ga ribet pas butuh sertivikat vaksin,1.0,negative
2034,sertivikat vaksin temu,1.0,negative
2035,sertivikat vaksin buka,4.0,negative
2036,sertivikat vaksin bilang nik terdapter udah ulang kali kali udah hubung email peduli lindung peduli lindung,1.0,negative
2037,server down dah kali bandara gak scan qr code gara server down ujung ujung tetep ngeprint hasil pcr antri lagihasil pcrantigen dah hapus kasih bintang yahmaaf,1.0,negative
2038,server erormau ngecek sertifikat vaksin gak bisaaplikasi jalan nya,1.0,negative
2039,sesi habis sesi habis sesi habis kalimat ulang paksa login kali info sesi habis,3.0,negative
2040,tap scan mall stasiun gak aplikasi jelek bikin ribet aja udh update gak,1.0,negative
2041,aplikasi update aplikasi buruk bukak,1.0,negative
2042,centang detuju syarat teru ngapain ga tombol tombol yg tekan scroll ga,1.0,negative
2043,centang tuju page page scroll font scroll,1.0,negative
2044,d ni aplikasiya udh bs d bukatrus data ya smamksh,5.0,positive
2045,download daftar,5.0,negative
2046,instal buka centang tuju privasi udah ga apain aneeeh bener aplikasi,1.0,negative
2047,susah andoid gabisa login gaada tulis tuju penuh syarat,1.0,negative
2048,baharu notifikasi pedulilindung muncul handphone udah restart kali notifikasi muncul,3.0,negative
2049,baharu aplikasi bagusmksh kak admin,5.0,positive
2050,aplikasi sendiribug registrasi akun barumasuk akun yg,1.0,negative
2051,gak scan internet gps hidup,1.0,negative
2052,tuju tombol,1.0,negative
2053,update versi ga scan qr code gimana nih,2.0,negative
2054,update gak lihat sertivikat vaksin gak,1.0,negative
2055,update lot mending mending versi,5.0,negative
2056,update ga tampil sertifkat vaksin aplikasi nasional loh,2.0,negative
2057,update susah ga hp buka tolong baharu orang hp yg up to date,1.0,negative
2058,n bijak apk jelek ni ga kaya simpel n mudah akses knp bos udh susah bikin ribet,1.0,negative
2059,vaksin sinovac percaya utk beraktifitas terimakasih vaksin gratis,5.0,positive
2060,login masuk nik ngestuck muncul notif peduli lindung henti gitu hadehhh solusi nya bos,1.0,negative
2061,baharu aplikasi gak buka,5.0,negative
2062,jdi ga log inmakin buruk sulit masuk krja krn klik peduli lindung tdk buka cm centrang tuju dgn syarat tdk geser tolong benahin lgi sistem nya dgn bnr,2.0,negative
2063,pakai,1.0,negative
2064,selang menit check in check out,2.0,negative
2065,tuju bijak nya klik oktapi ga adajadi ga step selanjutnyaversi android udah,1.0,negative
2066,buka aplikasi initidak kartusertifikat vaksin yg caritlong kasih solusi,5.0,negative
2067,instal masuk ceklis tuju gak scrol gmna lnjut login aplikasi nya eror,1.0,negative
2068,ubah ukur font banget klik tuju mentok situ aja,1.0,negative
2069,reset pabrik perangkat akses aplikasi dinistal buka,3.0,negative
2070,tekan tuju suruh isi nomor telepon tuh udah ku isi nomor telepon tekan masuk ga muncul tulis user not found gimana,1.0,negative
2071,aplikasi g check in posisi gps g sinkron ama realitanya hp restart ulang tetep aja pusing aq tu check in kerja g muluterus gmana gimana setting gpsnya sesuai dg posisi yg realtime,1.0,negative
2072,up date gak pakai henti aplikasi,1.0,negative
2073,update ga masuk kasih bintang aja,1.0,negative
2074,update keren ui ux nya,5.0,positive
2075,update gak bisan scan qr ribet masuk kerja,1.0,negative
2076,update bug nya bikin kecewa,1.0,negative
2077,update jd force close nih aplikasi kerja tuntut scan barcode peduli lindung,1.0,negative
2078,update ui nya bagus akses lokasi udah gk,5.0,positive
2079,update ceklist tuju bijak dak geser ga login,1.0,negative
2080,update sertifikat vaksin hilang,1.0,negative
2081,vaksin ko gak otomatis simpan yah sertipikat vaksin nya,1.0,negative
2082,setelahdi update gagal chek in gak chek in sampe skarang,1.0,negative
2083,kali log in pedulilindung response tdk buka susah masuk nya,1.0,negative
2084,kali klik sertifikat vaksin apk nya paksa ulang kali mohon,2.0,negative
2085,scan gak butuh akses lokasi udh dinyalain gps ajh gak tolong donkk susah masuk kerja,1.0,negative
2086,setting tanggal lahir banget coy ga pilih,2.0,negative
2087,simpel muda,5.0,positive
2088,simpel mudah akses,5.0,positive
2089,simple mudah,5.0,positive
2090,sistem bagus yg ribet,1.0,negative
2091,skr dah buka aplikasi makasih ya,5.0,positive
2092,skrg masuk kantor masuk layan publik hrs barcode dr app initp app gak bs log inmentok warga negara indonesia trs ga lg halaman lanjutanparah buruk bgt servernya,1.0,negative
2093,sngat bantu keluarga,5.0,positive
2094,stagnan bijak privasi,1.0,negative
2095,status merah sertifikat vaksin,1.0,negative
2096,status merah catat vaksin vaksin butuh ga dipake gara status ditunjukin surat vaksin sertifikat vaksin ga terima gara status merah sulit,1.0,negative
2097,status vaksin merahsaya melaportp solusi hasil,1.0,negative
2098,stelh update aplikasi mala sertifikat vaksin g kluar,2.0,negative
2099,stlh update aneh login sdh reinstall x mhn solusi,1.0,negative
2100,stuck aja halaman gmna,1.0,negative
2101,stuck halaman tuju aplikasi pakai,1.0,negative
2102,stuck bijak privasi,1.0,negative
2103,stuck syarat bijak privasi,1.0,negative
2104,stuck bijak privasi,1.0,negative
2105,bagus,5.0,positive
2106,kali kali masuk ga muncul tulis perangkat temu lokasi suruh matiin lokasi hidup tetep aja ga buka gimana yah lindung repot,2.0,negative
2107,kali pencet kirim ulang kode otp cek sertifikat vaksin pedulilindungi kode kunjung kemarin malam coba,1.0,negative
2108,ulang kali download kemarin kena riset hp gimana,2.0,negative
2109,bolak download uninstal login klo pake jenis android aplikasi jalan ya sedia layan susah hp masak beli hp aplikasi,1.0,negative
2110,cek kartu vaksin lindung,2.0,negative
2111,baharu ok banget banget jalan,5.0,positive
2112,vaksin tp lht hasil susah mnta ampyunnn,1.0,negative
2113,vaksin tanda merah,4.0,negative
2114,dowload centang kotak tuju gak notif ya,3.0,negative
2115,download kali kali sampe kuota zonk tetep aja muncul gambar ceklis gk menu selanjutnyaaduhh gimana bikin pusing aja,1.0,negative
2116,kali vaksin aplikasi gak sertifikat keslhan nik emang nik,1.0,negative
2117,enak tampil sederhana gak ruwet kayak versi,5.0,positive
2118,ga fingsi download x mentok sampe tuju,1.0,negative
2119,kali daftar gak otp nya nunggu teruuus,1.0,negative
2120,,4.0,positive
2121,tangan covid,4.0,positive
2122,masuk aplikasi nya d scroll tuju,1.0,negative
2123,masuk akun sertifikat qr code,1.0,negative
2124,laku vaksin x status vaksin warna barcode merah laku vaksinasi x vaksin mohon croscek aplikasi mudah masyarakat,1.0,negative
2125,paxin kali status kuning hijao,4.0,negative
2126,instal unistal kali kali klik tuju geser si repot,1.0,negative
2127,instal gak buka tulis syarat maksud coba udah ota atik ttp gak,1.0,negative
2128,update lihat hasil vaksin kode verifikasi ga masuk coba kali kali,1.0,negative
2129,unduh tp ga tulis tuju gmna akses ya hp ga suport,3.0,negative
2130,vaksin x aplikasi muncul sertifikat vaksin nya,3.0,negative
2131,vaksin polsek status bom vaksin tidakada sertivikasi gimana,3.0,negative
2132,vaksin sertifikat vaksin adatolong benah,1.0,negative
2133,vaksin sertifikat nya muncul web apk gimana,1.0,negative
2134,vaksin gabisa liat sertifikat vaksin nya mohon solusi,3.0,negative
2135,vaksin muncul sertifikat gimana coba,2.0,negative
2136,vaksin keduatpi liat sertifikat gk muncul,3.0,negative
2137,vaksin nyetak warna merah mulu,1.0,negative
2138,vaksin sertifikat,1.0,negative
2139,vaksin aplikasi pedulilindungi terdaftarsangat kecewa,1.0,negative
2140,vaksin cek laku kirim email direspon gimana,1.0,negative
2141,vaksin merah,3.0,negative
2142,vaksin status merah solusi,1.0,negative
2143,sudh diupgrade versi gw ga msk in borcode mall kantor alas vaksin vaksin x,5.0,negative
2144,suka ubah nama nama orang yg kartu keluarga bikin ribet,1.0,negative
2145,suka chek out teruseror,3.0,negative
2146,suka gagal check in ya,3.0,negative
2147,sukses aplikasi pedulilindung mudah buka dn simple,5.0,positive
2148,sulit habis ulang ulangbertanya nanya,1.0,negative
2149,sulit banget bukanyamau sertifikasi gagal,1.0,negative
2150,sulit buka downlod seetifikat,5.0,negative
2151,sulit operasi,1.0,negative
2152,sulit akun,3.0,negative
2153,sumpah aplikasi sampah sih login tinggal nunggu tuju ah kagak sampek pusing akumbok ya kasih fitur scrool,1.0,negative
2154,sumpah gk kasar nyata bego tolol idiot vaksin verivikasi tokai dah ngulang  sampe angus bekal  kode otp robot gak ya ampun gk vaksin aplikasi nya gk lawan takut vaksin gk,1.0,negative
2155,sungguh bantu,4.0,positive
2156,super jelek sulit rakyat,1.0,negative
2157,suruh download gilir downloadsudah tuju gk masuk udah tulis tetep aja gk,1.0,negative
2158,susah bangt ngga buka,1.0,negative
2159,susah bug nya,3.0,negative
2160,susah bgt scan barcod aja alas ny jg ga masuk akal pas ga scan barcod tolong sistem nya biar memudhkan nya,1.0,negative
2161,susah penguna negri,1.0,negative
2162,susah buka aplikasi nya,5.0,negative
2163,susah buka pedulilindungi,3.0,negative
2164,susah masuk nya aplikasi pedulilindungi,5.0,negative
2165,susah daftarmentok pilih warga negara,2.0,negative
2166,susah kali lihat sertifikat vaksin huh,1.0,negative
2167,susah masuk aplikasi erro,1.0,negative
2168,susah masukin datanyaulang ulang,2.0,negative
2169,susah masukin vaksin,5.0,negative
2170,susah buka akun,4.0,negative
2171,susah mendownlod sertifikat,1.0,negative
2172,susah donlowd sertifikat vaksin vaksin tulis data lengkap,1.0,negative
2173,susah daftr tuduh nya gmali nomer udah dowlid daptarbkeluar kode frivikasi nya susah,1.0,negative
2174,susah login gagal sertifikat vaksinasi sedia vaksin dosis,2.0,negative
2175,susah ecek,3.0,negative
2176,susah utk akses akses tampil tuju tidaj hp tampil akses utk log in error sertifikat vaksin susah muncul udh vaksin aplikasi error,1.0,negative
2177,susah cari hasil sertifikat paksin gak muncul muncul dah vaksin liat gampang,1.0,negative
2178,sy download aplikasi kali udah centang tuju utk syarat tuju tp ga masuk ya aplikasinyapayah,3.0,negative
2179,sy kali liat sartifikat vaksin ko gk,3.0,negative
2180,sy sdh menginstal aplikasi sy verifikasi sertifikat vaksin sy yg aplikasi crash mohon baharu sy sdh hapus instal ulang,1.0,negative
2181,sy sdh vaksin tp knp terang cm vaksin ga cek sertifikat vaksin nya,1.0,negative
2182,sy vaksin sertifikat blm luat,5.0,negative
2183,sya sd mngi kuti pksin prtama tpi knp srtpkat vaksin sya blum bsa sya lhat,3.0,negative
2184,syarat bijak nya gabisa klik crop,1.0,negative
2185,tahap aplikasi user friendly bug pakai seharihari good job,5.0,positive
2186,jelek vaksin selesai sertifikat gak udah minggu minggu udah laku sesuai prosedur tetep gak mohon serius aplikasi,1.0,negative
2187,tampil layar potong tombol lihat stuck tampil syarat bijak privasi font size ubah tombol muncul moga handphone tipe layar nya aplikasi,1.0,negative
2188,tampil nya gabisa barcod,1.0,negative
2189,tanda tuju ga muncul,1.0,negative
2190,masukin mamak ko susah ya,1.0,negative
2191,tdak daftar,5.0,negative
2192,tdak ksih bintang buka aja jdi apk,1.0,negative
2193,tdk buka,3.0,negative
2194,tdk,1.0,negative
2195,tdk bantu sy nama org apk sy,5.0,negative
2196,tdk krn server ato knp,1.0,negative
2197,tdk berjalanselalu tutup,1.0,negative
2198,terima kasih batu dlm buka aplikasi ehac dlm peduli lindung moga masyarakat indonesia bantu dng aplikasi jalan pswtkakapal laut dll,5.0,positive
2199,terima kasih admin akses pedulilindungiterima kasih bantu ya,5.0,positive
2200,terima kasih apk perbahaui,5.0,positive
2201,terima kasih apk bantu bngat jdi syng bsa buka servifikat vaksin syng makasih,5.0,positive
2202,terima kasih aplikasi in bantu covid alam covid aplikasi sungguh bantu,5.0,positive
2203,terima kasih responnyasekarang aplikasi bs digunakansaya kadih bitang,5.0,positive
2204,terima kasih jokowi libat langsung langsung proses vaksin semangat layan hati,5.0,positive
2205,terima kasih aplikasi inirespons cepat solusi nya sertifikat vaksin udah muncul aplikasi peduli lindung jempol admin akun peduli lindung anggota keluarga yg hp,5.0,positive
2206,terima kasih tingkat aplikasi biar oke,5.0,positive
2207,terima kasih pedulilindungi mengcek hasil vaksin tahap,5.0,positive
2208,terima kasih layan sertifikat mudah cepat,5.0,positive
2209,terima kasih respon pesan respon balesan pedulilindungi pakai font aplikasi pedulilindungi tombol setujusaya erti tombol muncul ukur height handphone mm harap aplikasi pedulilindungi meningkatkanperbarui perfoma pedulilungi perhati height responsive mobile terima kasih respon pesan,2.0,negative
2210,terima kasih saran min,5.0,positive
2211,terima kasih sngat bantu,5.0,positive
2212,terima kasih kerja keras bangsa indonesia,5.0,positive
2213,terima kasih update aplikasi nya privasi bijak layout nya klik tuju potong gulir,5.0,positive
2214,terima kasih yg diberikn bantu sdh hasil setting ukur huruf,5.0,positive
2215,terima kasih aq login,5.0,positive
2216,terimah kasih vaksin moga sehat rejeki yg indonesia hebat,5.0,positive
2217,terimakai bantu,5.0,positive
2218,terimakasih aplikasi aplikasi bagus,5.0,positive
2219,terimakasih dev registrasi mudah,5.0,positive
2220,terimakasih peduli lindung mudah kartu vaksin,5.0,positive
2221,terimakasih pedulilindungi,5.0,positive
2222,terimakasih perintah tlah mbuat apk,5.0,positive
2223,terimakasih bantu banget tekngkyu aplikasi peduli lindung liat liat gue dah bilang keren banget,5.0,positive
2224,terimakasih alkhmddllhindo,5.0,positive
2225,terimakasih apresiasi ulas kait kendala yg alami aplikasi respon aplikasi mohon update orang alami kendala rupa terimakasih,5.0,positive
2226,terimakasihskrg sy akses aplikasi lamahari vaksin smoga penguna mudah,5.0,positive
2227,terimaksih pedulilindungiaplikasi bantu yg sertifikat vaksinsalam pt torganda afd vii riau,5.0,positive
2228,terkadang gk masuk scane area malltolong baharu mudah,3.0,negative
2229,terkadang pasang dihape pilih muncul pilih warga negara indo asing solusi rubah ukur huruf font disettingan hape antarmuka opsi tombol tuju opsi centang lihat utk developer aplikasi perhati ukur huruf daat baca layar thx,2.0,negative
2230,terkadang susah buka,3.0,negative
2231,koneksi cepat,5.0,positive
2232,errornya,1.0,negative
2233,uras data terkadang suka eror,1.0,negative
2234,rumit,1.0,negative
2235,nyata aplksiny muas pas danlodtrs cek sertivikat vaksinny gampang tinggal cocokin namadan nik kk no hp sertivikat vaksinasin,5.0,positive
2236,nyata cuman nggak munculin tulis tuju login walhasil ya login via browser aplikasi jangkau lapis masyarakat rating,1.0,negative
2237,paksa download,1.0,negative
2238,tera tulis vaksin tpi lihat kartu vaksin nya tulis milik sertifikat vaksin pdhl vaksin tdk klik,2.0,negative
2239,testi thn lahir upgrade versi cb sesuai arah dr pedulilindungi nyata hasil terima kasih,4.0,positive
2240,cek sertivikat psti ga muncul tolong lg apk ny,1.0,negative
2241,check in notif nya lokasi radiusbenerin apknya,1.0,negative
2242,kerja aja susah ga ngerti lgi gw gagal check in mlu,1.0,negative
2243,kali buka sertifikat vaksin,2.0,negative
2244,scan barcode masuk gagal gak tau kenapaharus kali kali masuk kadang,3.0,negative
2245,tibatiba sertif vaksin hilang tibatiba hilang ya,1.0,negative
2246,menu daftar aplikasi ga bolak mulu,2.0,negative
2247,respon salah input data,1.0,negative
2248,sms kode verifikasi yg masuk no tolak ut daftar help,2.0,negative
2249,akurat masak bikin akun yg muncul nama anak,1.0,negative
2250,fungsi,1.0,negative
2251,fungsi,1.0,negative
2252,fungsi baikmau cek sertifikat vaksin bisahalaman kosong,2.0,negative
2253,vaksin kali sertivikat ga,1.0,negative
2254,alih halaman tuju bijak privasi,1.0,negative
2255,jalan,1.0,negative
2256,akun hp sy karna yg baca hp sy,1.0,negative
2257,scan error,1.0,negative
2258,cek in,1.0,negative
2259,cetak sertifikat vaksin muncul periksa sdh muncul tamda hijau sdh vaksin x alikasi ameh,1.0,negative
2260,daftar tuju bijak,1.0,negative
2261,daftar nomor ponsel pendek brapa digit nomer hp digit,1.0,negative
2262,hanyan stuck nyata tuju,1.0,negative
2263,buka,1.0,negative
2264,buka apk nya,1.0,negative
2265,,1.0,negative
2266,,1.0,negative
2267,buka,1.0,negative
2268,buka,1.0,negative
2269,buka,1.0,negative
2270,buka,1.0,negative
2271,buka,1.0,negative
2272,buka,2.0,negative
2273,buka muncul kalimat alokasi,1.0,negative
2274,buka klik centang bijak privasi,1.0,negative
2275,buka spek hp yg rendah,1.0,negative
2276,,1.0,negative
2277,,1.0,negative
2278,centang tuju hp kentang,1.0,negative
2279,spesifikasi android,1.0,negative
2280,utk android,1.0,negative
2281,untung aplikasi yg sedia fasilitas peduli lindung aplikasi orinya gak pakai tp buka aplikasi yg sedia aplikasi buka aplikasi yg aneh,1.0,negative
2282,donload sertifikat valsin,2.0,negative
2283,dugunakan,1.0,negative
2284,aflikasi batas zona hijau scan barcode,1.0,negative
2285,buka aplikasi,1.0,negative
2286,klik tuju hp ga atur font gimana solusi bumn,1.0,negative
2287,liat dowload sertifikat vaksin tampil periksa,1.0,negative
2288,lihat sertifikat,5.0,negative
2289,lihat sertifikat vaksin error nya,1.0,negative
2290,lihat sertifikat,3.0,negative
2291,log in support layar inc,1.0,negative
2292,login dgn no telephon daftar,1.0,negative
2293,login agreement,1.0,negative
2294,login tolong bantu,3.0,negative
2295,login mentok tanda centang,1.0,negative
2296,login pilih tuju,1.0,negative
2297,login mentok ceklist sk,2.0,negative
2298,login tombol lihat potong,1.0,negative
2299,login,1.0,negative
2300,loginmentok warga negara pilih bahasa,1.0,negative
2301,masuk aplikasi menu login ya,1.0,negative
2302,masuk aplikasi,1.0,negative
2303,masuk karran tombol stujunya adapiye kie,2.0,negative
2304,masuk aplikasi nya,1.0,negative
2305,masuk tuju syarat privasi sdh tuju tp,1.0,negative
2306,masuk data vaksin,2.0,negative
2307,sertifikat vaksin udah kali masuk,1.0,negative
