content,sentiment
"Awalnya saya pikir cuma saya yg ""ribet"" gegara aplikasi ini. Ternyata banyak.",negative
untuk pengaturan tahun mohon yang lebih efektif yang ketik langsung muncul gitu lahh,negative
"Sebetulnya ini fungsinya buat apa tolong di jelaskan.... Mau lihat sertifikat sll suruh masukan NIK... Periksa, masukan NIK, lanjutkan Tp ttp tdk ada hasilnya.... Ga jelas",negative
"Mohon untuk diperbaiki aplikasinya, mau download sertifikat vaksin malah loding terus ga bisa nampil tu sertifikat. Uah pake data selular maupun wifi masih tetap sama.. sedangkan untuk buka aplikasi lain lancan² aja. Terima kasih",negative
"Sudah berkali kali masuk tapi ga bisa, malah muncul tulisan perangkat ini menemukan lokasi buatan anda, disuruh matiin lokasi lalu hidupkan lagi, tetep aja ga bisa kebuka... ini gimana yah katanya mau melindungi tapi kok repot...",negative
Udah 3 hari selesai vaksi sertifikat nya gak muncul2,negative
Aplikasi nya kurang bagus eror terus,negative
"Ga bisa daftar akun gimana yah min? Stop disyarat dan ketentuan saja ga gerak"" :')???",negative
Kenapa upgrade terbaru malah ga bisa cek sertifikat vaksin ya untung masih bisa dipakai buat checkin... Lebih bagus versi yang lama,negative
Saya tidak bisa masuk sedangkan lewat google saya bisa login ko gitu yah,negative
Kug aplikasinya gk bisa di buka,negative
Kk kenapa aplk pedulilindungi gk bisa ngirim kode verifikasi 😭,negative
"Aplikasi setelah di update malah tidak bisa dibuka, cuma bisa centang setuju tetapi tidak bisa discroll kebawah. Semoga segera terselesaikan karena akan digunakan. Terima kasih",negative
Amplikasi gmana ini gak bisa di buka cma muncul bahasa sama negara''gmna mau masuk akun buat scan barkot,negative
Kenapa ga bisa dibuka bos q... Kita disuruh ngapain download aplikasi ini,negative
knp ngga bisa memasukkan format tgl lahir,negative
"Tidak bisa masuk karran tombol stujunya tidak ada,piye kie !!!!",negative
Pas update jadi susah login,negative
Dah di download tapi tidak bisa yaa tetep di halaman pertama seperti biasanya dah download masukkan no HP atau email,negative
Aplikasi sekarang susah sekli,negative
Mengapa saat instal applikasi ini terhenti saat contreng setuju persyaratan?,negative
"Tertera sudah ada tulisan vaksin pertama tpi mau lihat kartu vaksin nya tidak bisa tulisannya anda tidak memiliki sertifikat vaksin, pdhl sudah jelas sudah vaksin pertama dan tdk bisa klik lanjutkan",negative
"Update terus, buat memori penuh",negative
Gak bisa masuk ke aplikasi,negative
Ko sertifikat nya ga keluar ya di apk?,negative
"Saya sudah di vaksin yg ke 2, data diri sudah diisi. Tapi, kenapa sertifikat vaksinnya tidak ada di aplikasi ini. Membingungkan",negative
udah log in lalu log out pas mau log in cuma ada warga negara..terus menyetujui syrat dan privasi tapi tidak ada lagi kata selanjutnya...cuma mentok di situ doang ga bisa lagi...tolong infonya,negative
ini mau register dr kemaren2 koq ga bisa bisa ya aplikasi nya? sering error sekali ini aplikasinya,negative
Tidsk bagus saya sudah vaksin 2x tapi sertivikat tidak muncul kenapa sudah bulak balik instal pedulilindungi tetap tidak berhadil mohon di permudah trimakasih,negative
Kurang paham dgn Aplikasi ini.,negative
Tidak bisa donload sertifikat valsin 1 dan 2,negative
Setelah pembaruan jdi ga bisa log in..makin buruk membuat saya kesulitan masuk krja Krn harus klik peduli lindung tdk bisa di buka lagi.. cm sampai centrang setuju dgn persyaratan tdk bisa di geser lagi... tolong di benahin lgi sistem nya dgn bnr,negative
Sayang Setifikat vaksin tdk bisa di akses. Utk pergi2 bisa di scan tp kalau di minta tunjukan kartu vaksin nga ada🤬🤬🤬🤬🤬,negative
"Bagaimana mau ngecek login aja repot bahkan ngak bisa buka hlmn setelah syarat dan ketentuan, mbok yao bikin apk yg mudah di akses, kan udah kerja sama ama dinas terkait. Mohon maaf saya uninstal aja apk ini sambil nunggu info lebih lanjut",negative
Mf giman nih aplikasiya ko ga bisa buka macet tolong d perbaiki ga gunan,negative
amplikasi ini bisa di pertanggung jawabkan gak si di bukak kok gk bisa tp di suruh downlod kecewa aku,negative
"Sejak di update aplikasinya, sangat susah utk check in, kalaupun berhasil check in, tidak bisa check out",negative
"Terkadang saat pasang baru dihape lama pilihan pertama hanya muncul pilihan warga negara indo dan asing, solusinya ialah rubah ukuran huruf (font) disettingan hape menjadi yang terkecil agar antarmuka opsi tombol ""saya setuju"" setelah opsi centang yang dibawah bisa terlihat, dan utk developer aplikasi agar memperhatikan ukuran huruf agak bisa daat dibaca layar secara menyeluruh thx",negative
Kenapa tidak bisa di buka,negative
mau lihat hasil tes PCR masa ngga ada padahal sudah kasih masuk nik lengkap,negative
PeduliLindungi mendeteksi bahwa ada kemungkinan ponsel yang Anda gunakan telah di-jailbreak/root. Sehingga ponsel Anda rentan terhadap gangguan keamanan dan tidak bisa digunakan untuk mengakses PeduliLindungi demi alasan keamanan. Kami menyarankan Anda untuk tetap menggunakan PeduliLindungi menggunakan ponsel lain.,negative
"Hp saya samsung J 1 ace , tidak bisa daftar aplikasi ini , layar hp kecil setelah klik negara indonesia tidak bisa klik lanjut , aplikasi tidak bisa di scrool ke atas utuk klik dan lanjut ke halaman selanjutnya , tolong di perbaharui aplikasinya supaya bisa di gunakan di semua hp android, terima kasih",negative
Apk nya gak bisa dibuka gimana sih,negative
Aplikasi ini di hp ram 1sering ngebug sering keluar sendiri,negative
"Susah daftar,mentok di pilihan warga negara",negative
"Kenapa sering force close kalo ngisi tanggal keberangkatan buat bikin e-hac? Sudah restart hp, relog, reinstall. Tolong solusinya. Saya besok mau berangkat!",negative
Kenapa aplikasi tidak bisa di buka,negative
Cara dapet sertipikat y gi manq kok gak bisa di klik lanjut y pas isi sertipikat,negative
"Scan nya susah di gunakan, Scan berkali kali tetap gagal",negative
Scan qcode melebihi radius. Apa sihh makin Gak jelas,negative
"Maaf tapi saya kan sudah faksin nah saya ngisi nik itu salah satu angka, saya benerin setiap kali tapi tetap aja g ada pemberitahuan anda sudah vaksin, itu gmn yah saya download udah 2 bln tp setiap saya mau ganti tetep g bisa",negative
"Saya sudah Download aplikasi saya sudah memasukkan nomor saya dengan benar saat di vaksin namun tidak ada SMS yg masuk ke Hp saya,saya pelajar dan masih belum memiliki KTP sehingga NIK yg saya masukkan tidak terbaca,Mohon Solusinya 🙏🏻",negative
"Nama saya tidak keluar di sertifikat vaksin, padahal sudah vaksin 2kali",negative
Saya tidak dapat membuka aplikasi pedulilindungi ini ada apa ya,negative
"Setting tanggal lahir lama banget coy, ga ada pilihan tahunnya",negative
layarnya di sesuain dong sama ukuran hp nya ASTAGA jadinya g bisa login dong GIMANA SIH ???????!!!!!!!!!!,negative
"Yaah disuruh vaksin cuma untuk dwnld apk ini biar laku,dapet duit Dah lah rusak rusaaaaak mafia""",negative
Tidak bisa terbuka,negative
Aplikasi kehapus sya download lg..... Buka pilih kewarganegaraan centang setuju trs ga bs lg... Tlg perbaiki lg untuk semua jenis tipe Android HP.. Krn blm tentu semua org punya hp android versi tinggi.. Trmksh,negative
Udah vaksin tapi gak ada sertifikat nya ini gimana tolong,negative
Ijin ko nama saya salah terus yah,negative
"Bagaimana sih kagak bisa didonload padahal katanya harus scan qr, jadi pusing banget.",negative
"Tolong di benahi lg,masak kalah sm negara tetangga malaysia,yg lebih simpel apliksiny dan smua ter update dng cepat klu melakukan pcr,dan klu pergi kmana2 tinggal scan barcode slesai.",negative
"Sertifkat vaksin belum tersedia, padahal kalo log in dari web sertifikatnya sudah ada. Mau pergi naik pesawat dibilang belum vaksin padahal keterangannya sudah vaksin. Gimana sih developernya, kbykn korup atau gimana.",negative
Sertifikat nya g keluar trus di pake scan barcode g bisa,negative
Mengapa sertifikat tidak muncul padahal sudah vaksin 2kali,negative
Mentok di syarat penggunaan tidak bisa d lanjutkan walau sudah d centang,negative
gx bisa ke buka,negative
"Scan QR gak bisa...minta lokasi terus padahal udah ON lokasinya, udah install ulang tetep gak bisa...",negative
Gak bisa masuk hanya sampe kebijakan,negative
Tidak bisa masukan data vaksin,negative
Apakah satu aplikasi 1 orang.dan bagai mana caranya 1aplikasi buat 2 orang atau lebih.soal nya hp cuma 1,negative
"Kenapa saya tidak bisa masuk ke apl , berhenti di warga negara Indonesia/warga negara asing..",negative
"Tolong untuk sertifikatnya knp saya mau liat gak bisa"" padhal nik sudah sesuai tolong di perbaiki",negative
Kenapa udah download hapus berkali2 tp waktu masuk aplikasi setelah centang tidak bisa discrol ke bawah?? Hp samsung j7 2016. Mohon petunjuknya 🙏,negative
Tidak bisa dibuka,negative
"Pas update makin parah, mau login ga ada tombol login. Mentok di persetujuan apk",negative
Sudah cek kartu vaksin di perlu lindungi,negative
"HP saya ukuran 5,5"". Tidak bisa masuk pedulilindungi karena tombol I AGREE tidak muncul di layar. Hanya sampai tombol Dengan menyatakan persetujuan. Developer tolong sesuaikan aplikasi pada layar ukuran HP kecil.",negative
"Cara setting tgl lahir nya ganti dong, susah amat harus geser bulan, yg tahun lahir nya <2000 an harus geser satu², tidak praktis.",negative
"setelah pembaruan, selang beberapa menit dari check in tiba tiba check out sendiri",negative
Gk bisa cek sertifikat LP,negative
Punya saya ko gak bisa dibuka malah ada tulisan akun kadaluarsa padahal saya sudah downlod ber kali kali tetep dengan ulasan yg sama akun kadaluarsa mestinya kalo memang semua warga negara harus pake aplikasi pedulilindungi harus di permudah cara masuk akun pedulilindungi jangan di persulit,negative
"Kenapa ya saat saya masuk ke pedulilindungi untuk melihat sertifikat vaksin, nomer HP saya tertulis USER NOT FOUND padahal yang saya tulis sudah sesuai dengan apa yang tertulis di formulir pendaftaran vaksin? Tolong jawabannya",negative
"Yg sebelum di update sertifikatnya muncul,giliran update malah belum muncul suruh vaksin lagi..kepalamu ituu",negative
"Saya sudah instal dan sudah menggunakan beberapa kali keluar kota menggunakan transportasi udara dan tdk ada masalah. Baru tadi coba CI di Mall, setelah itu CO aplikasinya tdk bisa2 CO. Saya coba berulang kali tdk bisa, jadi saya coba uninstall terlebih dahulu dan coba Install lagi all hasil malah g bisa masuk aplikasinya. Tetap dibagian depan pilih Warga negara Indonesia atau Asing. Setelah pilih WNI di minta centang setuju, habis itu tdk lari kemana2 aplikasinya diam ditempat🙈",negative
Tidak bisa login. Mentok di ceklist S&K,negative
Saya tidak bisa ļogin knpa?tolong bantu.mksih,negative
Sudah berulang kali Download tak bisa juga. Padahal kemarin sebelumnya kena riset bisa di Hp ini.. Gimana ini,negative
Kenapa menunya tidak ada,negative
Assalamualaikum wr.wb Saya ingin memberi keluhan atas kesalahan nomor hp padahal saya sudah isi formulir dengan benar,negative
saudaraku setanah air indonesia... kenapa kok gak bisa di gunakan... tolong ya bagaimana caranya kasik petunjuk ...nya,negative
"Kenapa di hp saya tidak ada opsi *saya setuju?, Saat saya mau daftar ke peduli lindungi saya sudah menyetujui syarat penggunaan dan kebijakan privasi, namun tidak ada opsi *saya setuju. Apa karena layar hp saya kecil? Saya harap peduli lindungi di perbarui lagi agar bisa digunakan untuk pengguna layar handphone kecil 🙏🏻🙏🏻",negative
Kenapa setiap saya mau check in selalu gagal,negative
.............ribet........dah itu aja,negative
"Sdh divaksin, Indikator masih merah(belum divaksin), padahal e-sertifikat sudah muncul, bagaimana ini solusinya???",negative
bagaimana cara membuka sertifikat vaksinasi soalnya saya lupa Niknya mohon di balas,negative
"Kenapa ya ,sertifikat nya tgl lahir nya beda di ktp tgl 29 d sertifikat vaksin nya tgl 20 , tlong d bnerin dong",negative
Untuk resolusi tampilannya tolong di sesuaikan dengan spek seluruh HP Android. Agar tidak ada kendala untuk HP dengan resolusi rendah. Tidak semua masyarakat memiliki HP dengan standar minimum resolusi tinggi.,negative
Kenapa surat keterangan vaksin pertama suami saya gabisa dibuka. Padahal dia sudah vaksin pertama loh...,negative
"Knp sih ini klo setiap masuk pasti nnti pedulilindungi telah berhenti, trs pas udh msk susah mau mau scannya cantumin tgl lahir, pedahal udh cmn gk bsa d masukin gmna ini respon dong",negative
Setelah di update dari versi sebelumnya kok jadi ga bisa scan QR code gimana nih,negative
"Mentok dilogo pls? G bisa dibuka, pdhl buka apk lain pake jaringan yg sama bisa kok.",negative
Saya sudah vaksin kedua tapi sertifikat juga belom dapat. Aplikasi kurang mendukung sebaiknya hapus saja. Di hubungi 119 tpi error,negative
Stelh update aplikasi mala sertifikat vaksin g bisa kluar,negative
"Sedih rasanya sudah vaksin dosis ke 2 tapi yg muncul di peduli lindungi baru vaksin dosis 1, udah hubungi 911 katanya data belum diinput sama penyelenggara vaksin, udah tak kirim email juga mengenai nama dan data diri yg diminta tapi belom keluar2 juga, pengen pulkam tapi kaya dipersulit saja.",negative
"diupdate dong, masa yang bisa pake cuma yang layarnya besar aja, giliran layar kecil harus perkecil ukuran tampilan juga. padahal banyak orang Indonesia juga yang hape nya cuma layar kecil, ga semua orang mampu beli hp besar. disesuaikan, jangan cuma buat layar besar.",negative
"Dari tiga tahapan pendaftaran, dua tahapan berikutnya tidak berfungsi",negative
Aplikasi terhenti.. sudah bolak balik instal ulang dan daftar. Masukkan data.. Kenapa ya..?.?,negative
Perbaiki lagi bos.masa mau klik setuju ke tutup layar.sbelum pembaharuan maksimal jngan di publis dulu kasian orang2 mau pakai tapi aplikasi ga ke pakai.seluruh indonesia membutuhkan aplikasi ini.tolong kasih yg terbaik di aplikasi nya.jngan membuat orang tambah ribet gara2 aplikasi nya ga bisa di pakai.trimakasih,negative
Buat hp yg yg incinya kecil gk bisa buat mencet tombol setuju. Font udh dikecilin atau dibesarkan bahkan paling besar tetep gak bissa.,negative
"Min ini gmn ya, ayah saya udah vaksin tahap pertama tgl 3 bareng ibu. Tapi di apk sertifikat nya belum ada, cuman ada riwayat vaksin nya doang. Padahal ibu saya sudah dapet sertifikat nya?? Tolong dong min ini harus gmn. Perlu banget buat bepergian",negative
"Maaf mau bertanya, saat saya mau masuk ke akun saya, saya tidak mendapat kode verifikasi, bagaimana ya min?",negative
"Terima kasih respon pesan saya sebelum. saya kembali respon balesan pihak peduliLindungi. saya sudah memakai font kecil, memang saja aplikasi peduliLindungi pada tombol setuju/saya mengerti. bahwa tombol tersebut tidak muncul dengan ukuran height handphone 92.5 - 65.5 mm. Saya harap, jika aplikasi peduliLindungi meningkatkan/perbarui perfoma peduliLungi memperhatikan kembali height responsive mobile.. terima kasih sudah respon pesan saya",negative
Saya sudah vaksin tpi kenapa sertipikat nya gak muncul..,negative
Habis upgrade malah tdk bs. Mau flight pula.,negative
"Aneh masa stuck di syarat dan kebijakan doang udh downloas cape2 habis hbisin kouta aja ,. Untuk slnjutnya cranya gimana lagi tlng solusinya",negative
Tidak ada menu daftar Aplikasi ga bisa digunakan Bolak balik mulu,negative
"Saya sudah restar hp,saya dwonload aplikasi pedulilindungi kok susah login.",negative
Sejak tgl 26 okt'21 s/d sekarang aplikasi tdk bisa dibuka setelah di download....apakah selama itu perbaikan di sistem blm jg berhasil diperbaiki? hebat jg ya.....,negative
Mau masuk aja ga bisa..segera perbaiki lah....,negative
"Mohon maaf kepada developer apk ini, waktu sana buka apknya saya mau lihat sertifikat vaksin saya gk bisa, malah katanya saya belum terdaftar. Padahal saya udah vaksin dosis ke 2. Tolong untuk developer nya diperbaikin, saya jadi gk bisa sekolah gara-gara bug ini",negative
Kenapa kode otp engga masuk sms ke no yang tercantum udah berulang kali kirim ulang lode otp tetep ga muncul,negative
Ribet banget saya ga bisa daftar,negative
"Setiap kali mengklik sertifikat vaksin, apk nya selalu keluar paksa.. Ini sudah berulang beberapa kali. Mohon diperbaiki",negative
"Kenapa sertifikat saya belum tersedia terus sii,padahal saya sudah melakukan vaksinasi 1 dan 2,tapi sampai sekarang sertifikat masih belum tersedia,padahal temen saya sudah ada sertifikatnya,saya sudah dikirim sms dan diberi link tapi pas dibukak belum tersedia,gimana sii tolong bantuannya Terimakasih",negative
"Pas dibuka ""Sayangnya aplikasi pedililindungi telah berhenti"" kenapa ya??",negative
Sertifikat ga muncul. Udh bener juga datanya.. Ntah lah.. Knp susah bgt pdhl udh 2x vaksin.. Baca ulasan trnyata banyak yg sama.. Ya sudahlah.. Yg penting punya kartu vaksin 2x.,negative
Ora masyok. Pinginnya Pake aplikasi biar cepet. Ini malah lelet,negative
"Ini kenapa tidak bisa masuk ya?... padahal saya sudah menyutujui nya knp tidak bisa masuk knp ada tulisan""user not found""saya minta tolong di perbaiki lagi dong.... ""Saya benar benar sangat kecewa dengan aplikasi ini""",negative
Tiap kali buka sertifikat vaksin keluar terus.,negative
"Waktu itu aplikasi Peduli Lindungi terhapus lalu saya download lagi. tapi ga bisa log in lagi, stuck di syarat & ketentuan. Mohon dibantu.",negative
Saya sudah vaksin kedua dan pertama .. tapi kenapa sertifikat nya belum keluar,negative
Aplikasi ny jelek gk puas gk bisa cek sertifikad vaksin,negative
"Saya kasih 2 smntra, soal nya saya mau lihat sertivikat ngk bisa. Masak muncul suruh lengkapi data terus. Pdhl kan udh tak lengkapi tapi ttp gk bisa",negative
Gangguan mulu nih apk udah tau kemana2 kudu pakek ginian mulu,negative
Kenapa saya tidak bisa melihat halaman sertifikat faksin nya,negative
"Kurang informatif, masih membingungkan",negative
Gimana daftar vaksinnya ya ??? Ini kokudah masukin nama sama KK tapi ga bisa dilanjutkan???,negative
"Saya sudah vaksin ke-2 tetapi status di pedulilindungi masih KUNING, padahal sertifikat vaksin kedua sudah ada, hanya saja data tempatnya salah. Untuk memperbaikinya, saya harus hubungi siapa???? Pdhl vaksin ke-2 nya sudah lebih dari 1 bulan lalu",negative
"Saya sudah vaksin tahap 1 tanggal 07-07-2021, tapi Samapi sekarang belum ada keluar sertifikat vaksin, tidak bisa untuk vaksin tahap 2",negative
"tolong bantu sertifikat vaksin istri saya terhapus , tolong timbul kan kembali , atas nama anita sari",negative
"Sedikit saran untuk yang buat aplikasi ini, untuk pengisian data tanggal lahir itu agar bisa diketik saja,agar mudah di ubah,sekarang masih di geser,kebayang gak dari 2021 kita geser ke 1997 kan pegel tangan.jangan bego",negative
Saya update sudah beberapa kali tetapi tidak bisa masuk,negative
Tolong dong min saya butuh kode verifikasi tolong dong dong dari pgi sampe malam gk bisa masuk,negative
Aplikasi apa ini buat login kok g bisa.bikin antri panjang di kantor aja Sertifikat faksin aja kadang mucul kadang tidak.,negative
"Sudah vaksin kedua tetap tidak muncul sertifikatnya,, gimana coba?",negative
Aku coba registrasi dari kmaren dr Barcelona sampai tiba di Dubai transit kok gak bisa²...,negative
"Udah di instal tapi kok ga bisa di buka sih, apa hpnya kurang bagus atau gmna ya? Hp saya Xiaomi Redmi 5a.",negative
Ketika cek in suka logoit otomatis,negative
"Tolong diperbaiki bnyk kendala ni, saya sudah vaksin sertifikat pun sudah muncul tp warna tidak berubah masih ber warna merah Sedangkan temen saya tidak muncul sertifikat nya tapi sudah bewarna kuning Tolong arahan ny",negative
"Maaf ini maksudnya gmn? Kok tombol setujunya tdk ada, sdh bgt mau di update jg tdk mau, pdhl sdh tersedia updatetannya",negative
Harus diperbaiki... Ngisi tanggal lahir masa yang ditampilkan tanggal hari ini juga... Kalau umur 100 tahun apa iya klik sampe 100 thn ke belakang..sampe berapa hari ngisi tnggal lahir doang... Seharusnya ketik keyboard yang ditampilkan,negative
"Gabisa masuk, stuck di opsi warga negara asing atau Indonesia",negative
"Belum terasa mantaat fiture nya. QR code error.... Sampai sekarang....28 nov 21. Kan gampang palsuin sertifikat. Edit saja nama, nik, dan tanggal lahir....dan crop qr code. Yg masalah....di aplikasi ini ada scan qr code. Tapi saya test scan qr code saya sendiri yg sudah saya print..(asli)....sampai sekarang masih ga fungsi untuk lihat keaslian kartu vaksin.... Apa kerja kalian pak ?",negative
Saya sudah vaksin 1tapi sudah 3 minggu berlalu kok masih belum keluar sertikat vaksinya.. mohon beri pencerahan,negative
"Aplikasi buruk..harus ulang untuk cek atau masuk,blom lg aplikasi selalu nutup sendiri,mohon diperbaiki untuk kepentingan bersama,masak punya negara kalah ama aplikasi yg ecek2",negative
Kenapa sdh saya download tapi tsk bisa di buka dan keluar aplikasi sdh keluar dan rsk bisa di pakai,negative
Sering ke reset sendiri jelek app nya,negative
Mau lihat kartu vaksin tidak bisa..langsung kluar sendri dr apk,negative
Sertifikat gak bisa,negative
"Maaf ka, kenapa PL saya merah ya? Padahal saya sudah vaksin 2²nya?",negative
Aplikasi terlalu berat dijalankan di hp,negative
"Kok di hp sya gk bisa dibukak yaa ""Sayangnya. Pedulilingi telah berhenti"" Kenapa seperti itu saat dibukak?",negative
Kenapa gax bisa masuk.kode gax di kirim2 lagih.kok pelayanannya makin buruk,negative
"Setelah di update malah ga bisa tampilkan sertifkat vaksin, ini aplikasi buat nasional loh",negative
"mohon maaf sebelumnya, ini aplikasi nya kebanyakan bug, masa sertifikat vaksin tidak keluar, terus gitu udah vaksin malah belum vaksin.LAH PIYE IKI? minta di perbaikin ini aplikasinya",negative
Saya sudah vaksin 1 tapi di aplikasi masih belum ada sertifikat saya dan dsitu saya dinyatakan status merah padahal bentuk fisik sertifikat sdh ada di saya..,negative
"Masih sering error, tlg perbaiki lg...mau download kartu agak ribet",negative
Kok akun saya gak bisa masuk di aplikasi ini,negative
Aplikasi tdk dapat dibuka,negative
"Payah, aplikasi susah digunakan, tolong untuk di update lagi perkembangan apl, sering terjadi eror",negative
"Nama nik sudah sesuai, tp tidak bisa disimpan. Duh gimana nih....tolong diperbaiki lah",negative
untuk update yang sekarang kenapa gak bisa klaim kartu vaksin. lebih mudah dan nyaman sama yang lama,negative
"Kebanyakan bug aplikasi nya, saya sudah vaksin dosis pertama dan sertifikat di dalam aplikasi sudah ada tapi masih warna merah waktu cek status vaksinasi,tolong dimaksimalkan kinerja aplikasi nya.",negative
Mau lihat sertifikat tapi force close terus,negative
"Mohon petunjuk, untuk mengaktifkan Scan QR ( barcode) tidak bisa, selalu meminta NIK, setelah mengisi meminta no HP untuk kode verifikasi(6 digit) kode verifikasi itu yang tidak pernah ada.mhon bantuan.",negative
Apk ny tibak bagus Mau cek sertifikat vaksin untuk kedua kali nya tidak bisa Tolong ini di tindak lanjuti Plis🙏,negative
Bagaimana cara isi data jika sudah vaksin di luar negeri? Kan harus pakai no passport. Karena daftar pakai NIK dianggap belum pernah vaksin di indonesia,negative
"Haduh Gawat, Kenapa tidak bisa akses sertifikat vaksin ke dua saya, pertama bisa.",negative
"Aplikasi ny sering eror,d buka suka keluar sendiri,bukan ny mempermudah malah memperlambat.",negative
"Aplikasi aneh masa sudah vaksin sertifikat ga keluar"" dan pengaduan juga susah",negative
"Captcha kok error ini gimana, yg klik tulisan bukan robot.",negative
"Tidak berfungsi dengan baik,mau cek sertifikat vaksin tidak bisa,halaman kosong",negative
"tidak bs chekout terus, walopun otomatis chek out sendiri dlm 24 jam malah jam chek in nya jd ga muncul (-) ... hadeuuuhh",negative
Sering eLor.menghambat aktivitas,negative
Saya mau scan boarding pass di eHAC tapi berkali2 error dan otomatis keluar. Gimana ini,negative
"Kok susah kebuka sih aplikasi nya ,",negative
"Captcha ribet, kebanyakan",negative
Susah masukin datanya..ulang berulang,negative
"tidak ada sms kode verifikasi yg masuk ke no saya, dan saya di tolak ut daftar lagi. help !!!",negative
klik sertifikat vaksin kok ngak muncul ya malah keluar dari aplikasi,negative
Sangat buruk &sulit sisitim pendaftarannya,negative
Orang Indonesia kebanyakan pakai aplikasi bod0h ini karena terpaksa,negative
"Kurang update saya vaksin sinovac ditulisnya pfizer,,katanya sudah pembaruan di aplikasi ttep masih pfizer,,tapi saya buka di website sudah ganti sinovac ,, Mohon updatenya jangan telat donk",negative
Ketika ngecek sertifikat Aplikasi selalu keluar sendiri,negative
Ga pasti hasil ya g muncul nih,negative
"Aplikasi nya tolong benahi lagi, akun saya logout sendiri pas mau login lagi malah error, harus download ulang aplikasi baru bisa login lagi",negative
"Lumayan berguna sih menurut gua, tapi ada yang eror dari sistem masukan email dan ku coba tuh dan kaga bisa ngisi emainya dong,😒 untung masih bisa pakai nomor telepon, yang bener dong.",negative
"Terkadang gk bisa masuk scane area mall,tolong di perbaharui lagi agar lebih mudah🙏",negative
belum bisa di akses,negative
Saat mau scen suka heng..klo buru2 mau kerja jd telat deh nunggu lama..,negative
Setelah saya reset pabrik perangkat saya tidak bisa mengakses aplikasi ini kembali bisa dinistal tidak bisa dibuka,negative
Tidak bisa login tolong di bantu,negative
"Sy baru download aplikasi ini pertama kali , udah di centang setuju utk syarat & persetujuan tp kok lama ga masuk2 ya ke aplikasinya....payah lah !!!!",negative
Apk gk bs d bk gimana mw masukin data diri,negative
"Kenapa kameranya blank, jadi tidak bisa scan",negative
App nya force closed ketika mengakses Menu aturan perjalanan,negative
Apl peduli lindungi tdk bisa di buka knapa ....,negative
Kok ga bisa di buka ..aplikasi ini kenapa,negative
Pasport digital nya kok jdi hilang setelah update,negative
Kenapa punya saya tdk bsa lanjut setelah pilih warga negara indonesia trus centang trus gak ada pilihan lg,negative
"Setelah di perbaharui , kenapa notifikasi pedulilindung tidak muncul lagi ? Handphone saya udah saya restart berkali2 tapi notifikasinya tidak muncul lagi",negative
"Aplikasi gak otomatis update, saya sudah vaksin tapi status masih merah alias belum vaksin",negative
"Punyaku tidak bisa dibuka,karena yang tampil tidak ada hal weeb nya, karena ada pembaharuan link dan persyaratan berganti ganti yang baru dan cara masuknya pun berbeda beda,antara yang satu dengan yang lain,jadi penasaran ,hal semacam ini membuat binggung karena banyak cara untuk mengakses,terus kenapa tidak ada keserasian dan kesamaan,untuk kebenaran data sebetulnya semua cara aksesnya sama,kalau berbeda beda mencurigakan,takut di ada sesuatu hal yang kurang beres,kehati hatian perlu diwaspada",negative
"Sertifikat vaksin saya kok belum ada ya di aplikasi, terus pas saya buka dari SMS nik salah gimana itu",negative
Knp susah bnr di buka.tolong donk operator nya,negative
Tolong di perbaiki aplikasinya masak gk ada bacaan setujunya sm tidak bisa daftar tolong secepatnya di perbaiki,negative
"Aplikasi masih eror, tampilan log in tidak bisa di geser",negative
Sudah vaksin tapi tetap merah )':,negative
Masih tidak berguna bagi saya seorang.,negative
aplikasi pedulilindungi saya tidak bisa dibuka ya.,negative
Saya sudh di vaksin ke 2 tapi kenapa sudah 2 minggu lebih blum juga datang tuh sertifikat vaksin nya di aplikasi,negative
"Gak bisa aplikasinya mentok di gambar kebijakan aja, gak gerak",negative
Kenapa ga bisa login ya.....?????,negative
Ko punya sayh kga bisa kebuka y gimana cara nya,negative
Kenapa tida bisa masuk ya meskipun sudak d klik ceklis setuju nya..,negative
"sudah vaksin kedua,,tpi mau liat sertifikat selalu gk muncul,,,",negative
"Saran,,untuk input tgl lahir jgn scroll gitu,,utk yg lahir tahun 60 70 an,,lama bangett,,",negative
"Tidak muncul layar beranda,aneh banget",negative
Serifikat saya belum muncul ya knpa lama sangat,negative
Ko gabisa dibuka yaa??,negative
Data saya hilang semua dan hasil tes pcr jg tdk ada di aplikasi ini.,negative
"Perlu perbaikan pada penulisan tanggal lahir yg seharusnya memudahkan malah menyusahkan, dimana saya harus menekan tombol berpuluh-puluh kali untuk sampai di tahun lahir saya (dari tahun 2021 sampai ke tahun 1984)... :(",negative
Kenapa sertifikat vaksin ke 2 belum keluar Padahal saya sudah di vaksin Tolong kasih tau/solusi,negative
"Sy berkali ""liat sartifikat vaksin ko gk keluar terus",negative
Kurang Bsgus saya pake HP A37 tidak bisa log in,negative
"Sertifikasi vaksin tdk dpt diakses, padahal sdh H+7 setelah vaksin.",negative
"Saya sudah menginstal ulang aplikasi, tapi kenapa sertifikat vaksin ke dua tidak bisa muncul.",negative
🔸Akurasi lokasi lambat.. 🔸Ketika chek in masuk ruang publik tiba tiba keluar sendiri (chek out),negative
Tulisan (saya setuju )di hp jadul gak kelihatan mohon di perbaiki,negative
Mohon bantuannya.. Kenapa tidak bisa masuk di aplikasinya? Lebih baik versi sebelumnya.. Ini sama sekali nggak bisa masuk..,negative
