,stopword,sentiment
1367,apk nya ga buka aneh,negative
1368,ga responsive hp android versi lamabutton tuju muncul,negative
1369,tolong perintah kalo bikin aplikasi orang yg bikin yg becus dikit orang ngasih bintang ya iya aplikasi rusak gajelas mohon update yuk yuk,negative
1370,tombol aggree nya woyy mentok ga scroll mentangmentang hp gue jadul layar kemanamana pake aplikasi aplikasi bapuk iya ganti hp yg lbh bagus aplikasi doank yg bayarin dinas sosial udah kecilin huruf ga,negative
1371,fungsi,negative
1372,masuk aplikasi ulang kali nunggu update tolong cerah,negative
1373,buka,negative
1374,verifikasi smstapi ga nongol kode otp nyadari yg,negative
1375,kayak hrus hapus ajah aplikasi lihat sertifikat vaksintrmaksih,negative
1376,aplikasi sendiribug registrasi akun barumasuk akun yg,negative
1377,robot yg parah,negative
1378,aplikasi abal abal,negative
1379,sertifikat kontak email email ngaco kasih menu kontak jgn lepas tangan mega proyek iya tim ngaco kaya gin,negative
1380,upgrade buka aplikasi mendownload ulang buka aplikasi,negative
1381,download pas masuk klik syarat tp tombol hp suami jg daftar,negative
1382,lihat sertifikat vaksin isi data lengkap mohon scan kodeqr,negative
1383,laku vaksin tp sertifikat muncul peduli lindung,negative
1384,daftar tulis nya user temu mohon bantu,negative
1385,udah cek in trs blm cek out cek out parahhh,negative
1386,kecewa sy mw cek sertifikat vaksin tp gk,negative
1387,aplikasi stuck bijak privasi y,negative
1388,vaksin isi formulir sertifikat vaksin,negative
1389,aplikasi jelek gk pakai,negative
1390,udah donwload gak masuk,negative
1391,apk buruk reload mulu bagus september,negative
1392,ulang kali coba aja tu sertifikat vaksin munculpaspor digital ajahub sibuk terusgimana vaksin nggak muncul tu sertifikatgimana sih butuh sertifikat kerja kalo postingan sistem manusia robotmohon bikin orang bingungsaya copot aja hp apk nggak bikin sampah hptuh benerjawaban sistem wkwkwk,negative
1393,ga liat sertifikat vaksin digital sy udah vaksin,negative
1394,susah masuk aplikasi erro,negative
1395,update regulasi jalan tanggal september tolong update regulasi jalan buka aplikasi bijak regulasi september,negative
1396,aplikasi buka kali aja dibukamembosankan,negative
1397,udh vaksin tgl november tpi sampe informasi kena vaksin surat sertifikat pemberitahuan vaksin sampe gimana sih kerja temen yg vaksin bareng udh titik terang nya,negative
1398,instal aplikasi ulang hp error masuk syarat bijak mohon kait perihal,negative
1399,jelek bangetkata nya suruh baharu aplikasinyatapi baharu aplikasi bukaaksesnya sulit bikin pusing   ,negative
1400,aplikasi pedulilindungi abalabal nyata gak hp support instal aplikasi pedulilindungi abalabal rating nya abalabal hahahahaha susah rakyat aja mah download support hp regis abalabal pedulilindungi please stop covid gantung aplikasi abalabal,negative
1401,sertivikat vaksin sedia nya udah hilang klo emang data sertivikat vasin ga simpan apk peduli lindung terang biar langsung download ga ribet pas butuh sertivikat vaksin,negative
1402,gak aplikasinyaa udah kali instal unistal ttp ga bs,negative
1403,jelek tombol tuju tampil sempurna proses hambat,negative
1404,aplikasi check out susah,negative
1405,untung aplikasi yg sedia fasilitas peduli lindung aplikasi orinya gak pakai tp buka aplikasi yg sedia aplikasi buka aplikasi yg aneh,negative
1406,vaksin udah lengkap tp status kuning teruspadahal seritifikat udah adaudah kali tlp call center gak ubah jgkalo aplikasi nya blm yaaa d wajib in gt,negative
1407,paraaah udah bgt surat sertifikat vaksin yg gk padahl cek surat vaksin yg tpi skrh gak buka aplikasi gimana tolong skrg aplikasi buka mohon bantu terimakasih,negative
1408,aplikasi bug lapor lewqt aplikasi susah email nama,negative
1409,aplikasi bener bener parah bangetsaya vaksin gak boro boro nongol nama pribadidicek diwebsite cek sertufikat tiket vaksin temu aplikasi parah kode verifikasi akses lihat sertifikat gak kirim kirim payah,negative
1410,ya mentok bijak privasi mohon jawabanya,negative
1411,aplikasi mentah berangkat login sesi habis out kode otp kirim terkadang ga kirim verifikasi kode low respon udh jt yg download cuan nih aplikasi,negative
1412,ui intuitive mohon cari developer software orang yg vaksin akun sulit lihat sertifikat,negative
1413,gim sih masuk aja bikin ribet gak bngt kalo bikin apk yg dikit masuk aja nggak,negative
1414,gk chek out gk chek in lg tmpt skrg apk bgtu gk bs chek out,negative
1415,gak login si coba kak kali tetep gak,negative
1416,gimana nih dah minggu an gk bukak aplikasi bantu warga tpmalah kesal huffhhh,negative
1417,aplikasi udah ber kali d dawnload tetep aja ga buka ngehabisin kuota aja nya cepat mudah ngebuka sartifikat vaksin nyata nya susah musingin sue,negative
1418,mou cek sertifikat gak data sdh validklik gambar ehmalah muncul milik sertifikat step suruh hubung eh konneksi tettanggu pdhl make wifinya indosat alamakaplikasi milik perintah berbudget mahal kalengkaleng gin sich pergi gratis sajah,negative
1419,aplikasi g check in posisi gps g sinkron ama realitanya hp restart ulang tetep aja pusing aq tu check in kerja g muluterus gmana gimana setting gpsnya sesuai dg posisi yg realtime,negative
1420,ko aplikasi ga bukapadahal dah download kali pemberitahuan sayang aplikasi peduli lindung terah berhentimaksudnya gmna tuuh,negative
1421,aplikasi iniga bergunaudh ga bikin aplikasi inikecewa ga pakaiudah ratus kali loginbaik pake nomor henpon pake email hasil nya tetep ga bisaselalu pilih masuk henpon emailkecewaaplikasi jelek,negative
1422,buka,negative
1423,status daftar prog vgr aju vgr sayq susah vaksin dosis puskesmas menu delet vgr biar ga ribet,negative
1424,bagaima min kode kirim email ko ga mulu kode dah udah coba kirim ulang tetep aja tolong,negative
1425,ga manfaat,negative
1426,gk loginv,negative
1427,masuk tuju syarat privasi sdh tuju tp ,negative
1428,aplikasi buruk gak log in,negative
1429,ngedownlod peduli pindungi muncul,negative
1430,kalo android versi lha versi gak pake app gto lha ngko lek gk pke gk masuk mall,negative
1431,bolak download uninstal login klo pake jenis android aplikasi jalan ya sedia layan susah hp masak beli hp aplikasi   ,negative
1432,sertifikat vaksin suntik dosis   mohon kerja nya,negative
1433,hasil instal tp ko g scan ya,negative
1434,tombol tuju nya nggak dihp,negative
1435,buka buka payah,negative
1436,aplikasi lot jaring kuat jaring lemah lot,negative
1437,kode otp kirim sms coba ulang ulang kali,negative
1438,tolong kak cek sertifikat vaksin ayah ulang  ganti akun masukin no nik ttp muncul sertifikat searc ad muncul hasil laku vaksin klik muncul,negative
1439,vaksin sms pemberitahuan yg,negative
1440,mohon maaf gabisa scroll ceklis syarat bijak privasi mohon interface nya scroll muncul tuju,negative
1441,,negative
1442,aplikasi ribet gk masuk udh tuju gk masuk bbi,negative
1443,tolong gk lihat sertifikat vaksin,negative
1444,kelas negara bikin aplikasi aja ga becus ecek ecek payah bug,negative
1445,alih halaman tuju bijak privasi,negative
1446,tolong update dah coba ga scroll tuju syarat,negative
1447,apk nya error dukung tolo stabil apknya,negative
1448,gak login nih gak swipe login tolong,negative
1449,payah callkontak layan keluh,negative
1450,jgn nanggung kalo bikin apl mentang hp mak gw oppo geser gak hoalahh,negative
1451,maaf aplikasi gak buka ya gak scroll ajagima nih tolong,negative
1452,nggak daftar nggak tulis laku kali kode                                         ,negative
1453,gimana sih aplikasih nay nyentang syarat bijak privasi oke nya gk pencet bawa tolong,negative
1454,sertifikat nya ko hilang ya kemarin,negative
1455,maaf ya download x masuk aplikasi tekan tuju syarat bijak tpi situ email peduli lindung tpi respon bantu gara ga geser kendala aktivitas scanning peduli lindung gara apk ajar karna apk ,negative
1456,vaksin wajib warga negara indonesia aplikasi peduli lindung khusus hp android warga negara indonesia beli hp androit,negative
1457,aplikasi ga pake versi suka gimana nih min solusi,negative
1458,remake ngebug,negative
1459,mengunakan aplikasi ko ribet banget sertipikat vaksin terima kali vaksin,negative
1460,dah paksin kali ko sertipikat paksin kaliharuskah kali paksin,negative
1461,vaksin x tp sertifikat muncul yakali vaksin ulang hiks,negative
1462,data smua sesuai tp blum bs cek sertifikat gmn solusi gmn,negative
1463,susah ya meng instal aplikasi inidan kali coba gagal,negative
1464,pop tuju nya muncul muncul,negative
1465,repot rakyat,negative
1466,server erormau ngecek sertifikat vaksin gak bisaaplikasi jalan nya,negative
1467,tuju bijak nya klik oktapi ga adajadi ga step selanjutnyaversi android udah,negative
1468,vaksin sertifikat vaksinnyatapi status vaksin warna merahbelum vaksin tolong,negative
1469,daftar klik halaman warga negara indonesia klik kolom tuju tombol tuju tutup full gambar nya handphone,negative
1470,kasih bintang lihat komentar kecewa,negative
1471,tunggu bosan udah minggu sertifikat vaksin blum jg,negative
1472,sdh vaksin xhny krn dinas kotamau cek vaksin koq data ksong sdh berulangkali coba ttp g bisaberulangkasi isi email sllu ssh trdftr pdhl blum prnh pke aplikasi inikebangetannyesal unduh aplikasi nya,negative
1473,vaksin kali peduli lindung nggak sertifikat nyapadahal udah coba kalitetap nggak bisapadahal udah dimasukin nik nama sesuai ktp teetap nggak bisaalasan nya nama salah,negative
1474,kenap ko hasil tes ga udah vaksin kalitapi hasil yg k ga ad,negative
1475,aplikasi update bagus jelek gak fungsi gin aplikasi nya tolong jgn nyusahin gin,negative
1476,sertifikat vaksin ga muncul susah,negative
1477,spesifikasi android,negative
1478,parah ga download sertifikat vaksin,negative
1479,dah kali instal apk pedulilindungi hasil tetep login ukur tulis tetep tampil nya login ikan solusi donk mksh,negative
1480,tuju tombol,negative
1481,mauu daftar vaksinasi gabisaa server error teruss payah masuk website server error teruss,negative
1482,aplikasi bad ga buka,negative
1483,aneh newest version henti syarat menu login tolong kemanamana scan giat seharihari besok,negative
1484,tolong benerin apknya udah klik opsi tuju ngga masuk apknya,negative
1485,aplikasi crash login buka,negative
1486,kalo playstore gabisa buka web buka aplikasi wkwkwk,negative
1487,du buka yahapa salah,negative
1488,tolong lbh tingkat sertifikat muncul ya,negative
1489,koq buka aplikasi nya yahmentok bijak privasi,negative
1490,aplikasi fungsi mohon uninstall,negative
1491,ribu kali d klik gk login login yg d klik aja gk,negative
1492,scan gak butuh akses lokasi udh dinyalain gps ajh gak tolong donkk susah masuk kerja,negative
1493,tolong daftar mudah warga indonesia negri pasport ktppun terkadang orang bawa kehilnagan bernagkat kerja negri bikin ektp sedng ktp nomor nik daftar keluarga mohon daftar mengunakan nomor pasport terimakasih,negative
1494,eror nya hp coba ttp ga login gaada pilih henti halaman mohon benah,negative
1495,sertipikat tida muncul gimana susah udah vaksin kali,negative
1496,gak login font ganti coba update posisi tombol setujumengertisimpan layar hp resolusi dpi butuh masyarakat scan login lokasi kerja,negative
1497,susah daftr tuduh nya gmali nomer udah dowlid daptarbkeluar kode frivikasi nya susah,negative
1498,muas n macet n ndak masuk,negative
1499,sdh vaksin keduabegitu login blm vaksingmn solusi,negative
1500,udh vaksin kali bom dapet sertifikat sertifikat aja udah lohh kalo gin pergi susah,negative
1501,ko sertifikat vaksin ga muncul ya data udah bener terang vaksin sertifikat ga muncul ga,negative
1502,permisi update aplikasi peduli lindung tampil kartu vaksin tulis sertifikat sedia vaksin xkarena aktivitas kereta busway mesti pakai aplikasi peduli lindung scan barcode tulis radius code tampil sertifikat nya gak tampil mohon konfirmasi nya terimakasih ,negative
1503,gak lihat sertifikat vaksin data udah daftar vaksin pas cek sertifikat vaksin gak muncul mohon mudah sulit bingung,negative
1504,hasil tes gak kluar jdi mlah ribet,negative
1505,apk,negative
1506,very bad aplikasi udh d centang tp gk ad tulisn masuk lg apaaan sih lg pntng gni gk gunaa gk niat ngsi bintang mskipun,negative
1507,asalasalan bikin aplikasi,negative
1508,gimana tho ya wajib tp developer bikin aja udah tau ya komplennya stuck halaman login yg gak masuk apps nya trus jg yg mesti benerin settingan hp laahhh yg mesti dibenerin tuh apps mu boss gak apps mu yg paksa install orang yg ngerti kalo gak wajib jg gamau installnya boss direpotin dgn ubah settingan lucu boss ahh udahan yuk canda banyakin kerja,negative
1509,mentok periksa data nik doank gabsa klik gitu aja liat hp org sih lancar hp beda kendala ya program pmerintah kendala mudah yg gaptek hp,negative
1510,diupdate ngestuck logo doang gabisa masuk halaman utama,negative
1511,check in ga mulus bolak ngulang ribet,negative
1512,isi data isi ulang kali masuk nik tanggal lahir kaya download apknya ga,negative
1513,uras data terkadang suka eror,negative
1514,mohon aplikasi scan kadang gagal lancar,negative
1515,gak bagus aplikasi gak blum dowload agik ngabisin data pakt,negative
1516,aplikasi cobak gk login,negative
1517,vaksin punsertifikat muncul sekalipadahal data,negative
1518,hp layar tombol klik masuk tampil hp layar masuk tolong orang update hp update aplikasi peduli lindung kecuali departemen sehat hp,negative
1519,susah bgt scan barcod aja alas ny jg ga masuk akal pas ga scan barcod tolong sistem nya biar memudhkan nya,negative
1520,pakai,negative
1521,ga pake qr code nik daftar udh lapor disdukcapil responnya butuh qr code kerja tolong admin aplikasi menu nik daftar dipermudahsaya kerja,negative
1522,kalo ga kasih bintang ga kasih bintang install uninstall ttp mentok setu syarat bijak privasi,negative
1523,udh download gak login mentok syarat doang udh tuju ajhgak,negative
1524,kendala gk masuk menu tuju gk muncul dh ting dgn font pling jd gk nih aplikasi pdhl butuh utk scan in out usaha tempt kerja tolong kpd developer aplikasi mnggunakan qplikasi lg,negative
1525,sertifikat gk muncul udh,negative
1526,aplikasi jalan hp redmi note update masuk,negative
1527,sertifikat vaksin gak sedia vaksin tera vaksin,negative
1528,app gak stiap barcode tulis salah mulu bukannye bikin gampang bikin susah orang,negative
1529,pilih isi tanggal lahir pilih pilih manual puluh pilih tanggal lahir ganti no hp yg beda pakai vaksin tampil sertifikat vaksin nik nama status vaksin mohon terima kasih,negative
1530,maaf nanya nih kaga masuk nomor nomor kartu daftarin udah aktif kaga ganti nomor ya tolong bantu,negative
1531,tolong aplikasi nya baharu vaksin sertifikat vaksin,negative
1532,buruk data ulang kali nik data lengkap tulis data,negative
1533,ga tombol tuju persyaratantolong ya kendala udah download ga akses input data  nya,negative
1534,stuck aja halaman gmna,negative
1535,ga fingsi download x mentok sampe tuju,negative
1536,ga login,negative
1537,sertifikat gak muncul,negative
1538,sertifikat udah aplikasi sampe status merah web merah email ga direspon ditlfn ga tolong solusi,negative
1539,stagnan bijak privasi,negative
1540,aplikasi perintah burukliat noh google fb dll dipake juta juta orang gapernah,negative
1541,sertivikat vaksin temu,negative
1542,sudh vaksin yg tp knp warna ttp kuning tdk hijau,negative
1543,habis update nggak buka sertifikasi stag data no kk nama gimana developer tolong,negative
1544,aplikasi d langsung suruh beli hp marketingnya,negative
1545,login mentok tanda centang,negative
1546,ui nya bagus yg zona lokasi mudah mohon ui,negative
1547,login cba handpone tp sertifikat sedia terang vaksin tolong,negative
1548,aplikasi ampas pake ni aplikasi aplikasi crash,negative
1549,eror tab sertifikat vaksin mohon,negative
1550,menginstal henti halaman tuju gulir halaman,negative
1551,aplikasi beta gmna sih liat sertifikat vaksin ga muncul,negative
1552,tdk krn server ato knp,negative
1553,aplikasi bikin emosi salah mulu heran ,negative
1554,aplikasine gouoblok nik masuk kali kali,negative
1555,knpasi udh masukin nik nama trs gak panjut nya mah lancaraja knpa gin abis update,negative
1556,admin yg jawabin syarat gulir trus coba huruf kaga ngaruh woi,negative
1557,buka aplikasi errorr,negative
1558,apl gk kn nih,negative
1559,gabisa login riweh gak gitu suruh pake aplikasi,negative
1560,dah sertifikat vaksin pas periksa pas klik gk periksa wkwk bad,negative
1561,aplikasi taik tp iya nama kait dgn perintah gtu indonesia indonesia   ,negative
1562,aplikasi paksa org gak mikir gimana org yg gak hp android kesana kesini scan nih aplikasi gak vaksin x bad veryy veryyy bad aplicatiin,negative
1563,tanda tuju ga muncul,negative
1564,maaf ka aplikasi yg login coba alternatif ukur tulis ttep tombol nya login aplikasi akses,negative
1565,aplikasi diam buka diam gerak patung yg bank bca ayan,negative
1566,knapa buka sertifikat vaksin tdk baca reloadada kesalahanmohon makasih,negative
1567,nik orang salah tugas rugi minggu email peduli lindung titik terang selesai,negative
1568,aplikasih sampahkatanya masyarakat masuk nggak mentok bijak privasi nggak aplikasi perintah beli hp orng yg gak perintah mepersulit rakyat menyediakn aplikasi mudah sulit masyarakat daerah langsung kerja membut sertifikat,negative
1569,aplikasi napa kaga login  tuju kaga tombol pilih,negative
1570,update susah ga hp buka tolong baharu orang hp yg up to date,negative
1571,min mending buru deh baharu biar uinya discroll hp yg layar gede gaban gak kalo layar hpnya inch lu kecilin sampe mentok gak liat tombol gak ribet yak bikin mah,negative
1572,aplikasi jelek gak main nya,negative
1573,masuk aplikasi gerak tuju fungsi aplikasi peduli roll tuju daftar via pedulilindungiid praktis mohon solusi aplikasi peduli lindung nya thx,negative
1574,ga pake apli kasi jelek,negative
1575,sulit scanbarcot informasi nya radius klo lupa chekout susah chekin lg,negative
1576,aplikasi gak buka centang syarat privasi gak mohon,negative
1577,min instal aplikasi masuk no hpaja ngak ya butuh saran,negative
1578,dah vaksin karna paksa ni apk ny gaje hhh,negative
1579,mentok bijak privasi udah centang baca tp ga ubah gimana wey butuh banget,negative
1580,gk login ya aplikasi asli palsu sih,negative
1581,unduh aplikasi susah x,negative
1582,lihat tombol tuju login,negative
1583,aplikasi yng buruk ga masuk aja gbisa,negative
1584,gmna min ko mlh mentok pas klik stuju,negative
1585,tolong d masuk daftar makasihhh,negative
1586,ya login nggak tolong aplikasi,negative
1587,hp coolpad buka,negative
1588,aneh verifikasi gk bisamentok halaman distujui,negative
1589,ngk check in sdh scan ngk check in sempurna,negative
1590,nda masuk sih mentok syarat bijak privasi ,negative
1591,aplikasi pedulilindungi kecewa tekan tombol tuju gk tombol gk donloud,negative
1592,kirain sya doang bsa login mksud nya knpa ya ykin bkin kesel klo emng ga bsa kpake mh ngpain donlod pake kouta gmna sih tolong ga bilang mohon maaf ktdak nyamananya sya btuh aplkasinya jalan dgn,negative
1593,kodong aplikasi perintah sedih uninstall,negative
1594,aplikasi buruk apk nya bego,negative
1595,buka aplikasi peduli lindung ndk layan henti mohon cerah,negative
1596,aplikasi yg burukbanyak masalahsudah vaksin aplikasi status merahbelum vaksin pdahal aplikasi sertifikat vaksin udah,negative
1597,gak masuk masuk gatec ya coba gak terang aplikasi,negative
1598,aplikasi sampah masuk gk databasenya gak input sial,negative
1599,aplikasi gin ya gak login ruang publik pake apk,negative
1600,gimana si centang tuju gak tombol laen stak situ gk kemanamana gimana logika,negative
1601,gakbisa buka ya lihat sertifikat vaksin,negative
1602,vaksin ga sertifikat nya yah,negative
1603,aplikasi gimana sih login masuk gk bisatolong aplikasinyaap lgi seakarang usaha ygmenganjurkan pakek aplikasiiniuntuk scen barkottpi klo aplikasi gk pakekbuat ap aplikasi,negative
1604,aplikasi gimana log mentok syarat bijak privasi ga tombol  aplikasi perintah ko kaya gin kaya aplikasi abal bintang kecewa,negative
1605,aplikasi ampas liat sertifikat masuk nik nama pas liat sertifikat isi nik aplikasi mudah memperibet orang hapus aplikasi,negative
1606,gak ngeluarin sertifikat buruk,negative
1607,hallo kakak kode otp gak masuk sms ya vaksin mohon kasih konfirmasi nya kait,negative
1608,bngt anying nyari sertifikat banget ngiriim kode otp nya,negative
1609,gak gera gimana,negative
1610,sertifikat vaksin hilang,negative
1611,aplikasi update aplikasi buruk bukak,negative
1612,aplikasi tayang publis pas buka sertifat vaksin kagak vaksin,negative
1613,jelek program krg cocok dgn android lokasi gk terupdate otomatis,negative
1614,masuk aplikasi menu login ya,negative
1615,nyaman aplikasi susah login app bagus,negative
1616,aplikasi jelassetelah baharu nyaman amburadul,negative
1617,tolong ya developer nie aplikasi kadang buka kadang log out kirim email complain ga sih sampe tolak masuk mall gara ga aplikasi ga buka malu ,negative
1618,busa buka,negative
1619,kerja aja susah ga ngerti lgi gw gagal check in mlu,negative
1620,ubah ukur font banget klik tuju mentok situ aja,negative
1621,menu ehac pilih maskapai penerbanga pilih gak langsung ketik pilih maskapai pilih gak pilih kolom gak isi contoh saudi airlines pilih gak saudi airlines e hac international nya mohon kembang aplikasi versi tinggal ketik aja bisamohon perbaikanya,negative
1622,huruf atur tp tdk muncul jg layar tuju,negative
1623,,negative
1624,kaya perintah,negative
1625,udah vaksin data vaksin salah tanggal email complaint blm,negative
1626,ga muncul sertifikatnyaa,negative
1627,yg bikin aplikasi sih nggak nyuruh orang unduh dungu,negative
1628,akun galau tuntas,negative
1629,status merah catat vaksin vaksin butuh ga dipake gara status ditunjukin surat vaksin sertifikat vaksin ga terima gara status merah sulit,negative
1630,parahh gagal login mulu pakai google cek sertifikasi,negative
1631,aplikasi eror tolong baikin,negative
1632,n bijak apk jelek ni ga kaya simpel n mudah akses knp bos udh susah bikin ribet,negative
1633,bnyk bug harua,negative
1634,aplikasi lot lelet login tuju syarat tombol arah download kesan buruk pakai males download aplikasi mudah sulit tolong benerin nggak nggak download aplikasi paksa,negative
1635,mohon jg no whatsapp utk chat adu trims email gada respon autoreply mesin aplikasi hrusx layan cepat kl ga ya mending hapus aj atur cek in barcode ckup kasih liat surat vaksin n ktp kalo jgn gaya pk app tp app nya ga aplikasi gada kelola email keluh jg gada respon paraahhh,negative
1636,tekan tuju suruh isi nomor telepon tuh udah ku isi nomor telepon tekan masuk ga muncul tulis user not found gimana,negative
1637,lihat sertifikat vaksin error nya,negative
1638,ga digunakansusah cari tombol tuju dgn skukuran huruf pengaturantetap tdk muncul tombol klik tuju kaya aplikasi nya ukur huruf nyabiar hp,negative
1639,menu chek out hilang,negative
1640,gmna bug redmi a scan barcod ga apk laen scan barcod lancar,negative
1641,aplikasi ga vaksin udah muncul sertifikat yg update ga muncul sertifikat nya cek in error mulu payah,negative
1642,login gak aplikasi bawa pergi pergi gak tolak tolong,negative
1643,log in bs d scrol layar hp sy mohon layar jg font nya sy pakai samsung j mini layar mini jg nich hp,negative
1644,jelek susah masuk,negative
1645,aplikasi suka eror tolol,negative
1646,aplikasi gak gak da respon samasekaliwajib hapus apl playstore,negative
1647,tolong aplikasi aplikasi sekolah aplikasi proses mentok isi centang nyata tuju terima isi syarat bijak privasi mohon benah sekian terima kasih,negative
1648,nggak masul halaman loginsignin tolong team it,negative
1649,aplikasi operasi,negative
1650,gk bis login kulaporin aplikasi spam tau lihat lihat gk dibales gk balesanmu admin,negative
1651,tolong donk aplikasi nya gak bukacuma sampe perjajian doankukuran huruf nya udah kecilin keciltetap gak,negative
1652,brengsek aplikasi updated bikin gagal masuk dll,negative
1653,tolong min aplikasi gabisa scroll tap tuju gabisa login,negative
1654,payahmkin susah cek in,negative
1655,huruf gk keluarsaya tuju,negative
1656,gimana sih login gak tmbah nyulitin orang kerja gak login woeee,negative
1657,login eror pas udah milih warga negara centang tuju ga scroll klik tombol next ga dukung perangkat tolong,negative
1658,buka,negative
1659,apk ga ga d gunain,negative
1660,gabisa log in gimana update,negative
1661,susah aplikasi baharu,negative
1662,apknya susah gk pake hapus aja lh,negative
1663,lot bngettdk logintdk d,negative
1664,nggak buka,negative
1665,gk login tombol manaukuran huruf ting ukur sampe sampe gk baca saking tp tombol msh blm liat,negative
1666,cek in,negative
1667,apk gak gak cek sertifikat vaksin,negative
1668,jelek sekalj aplikasi login aja susah tolong susah orang,negative
1669,gak login aplikasi gembeeel,negative
1670,suka ubah nama nama orang yg kartu keluarga bikin ribet,negative
1671,tetep syarat bijak privasi gk bisaa login,negative
1672,udah kali coba login nggak,negative
1673,urus administrasi kerja wajib pakai sertifikat vaksin dapet sertifikat sulit tolong sistem layan,negative
1674,sertifikat ngk muncul pdhal udah nyata vaksin,negative
1675,aplikasi koq ga dibukakaya hp mentok logo aja yg mudah dgn versi rendah rakyat nasional ga ribetlah,negative
1676,gak masuk sampek syarat gun bijak privasi mintak tolong it nya,negative
1677,ngestuck tuju tok gak aplikasi rusak,negative
1678,udah vaksin tgl oktober tp sertifikat nyaini aplikasi kecewa   ,negative
1679,jelek liat sertifikat vaksin ga isi data gimana sih,negative
1680,didonlodnggk terbukacuma batas centang aja,negative
1681,centang tuju page page scroll font scroll,negative
1682,g buka suruh centang doang g ting ganti bhs doang,negative
1683,bikin pusing nih aplikasi wajib tp kaga pakai yaduhh repottt bgt,negative
1684,aplikasi error perbaikigimana bukti vaksin kalo aplikasi error,negative
1685,kasih bintang ngak pake aplikasi trus ngak ambil sertifikat,negative
1686,emak gw udah vaksin dosis butuh sertifikat eh pas cek gimana si anjir niat ga si ngembangin nih apk kalo niat ngembangin bikin kayak gojek byu dll yg user friendly bahasa udah gampang paham udah kayak chattingan,negative
1687,aplikasi sampah data sesuai ktp udah vaksin kali turun sertifikat pas cek ga sertifikat turun got,negative
1688,update sertifikat vaksin hilang,negative
1689,buruk bikin pusing,negative
1690,gjls sertifikat nya ga muncul muncul udah vaksin,negative
1691,login masuk nik ngestuck muncul notif peduli lindung henti gitu hadehhh solusi nya bos,negative
1692,instal peduli lindung hp yg hilang skrng instal aplikasi lg hp yg bru nomor jg ecek sertifikat vaksin sdh vaksin,negative
1693,tekan warga indonesia centang tuju pakai suruh download liat sertifikat vaksin,negative
1694,error bangsulll apps ga gabisa masuk hasil test anti gen kecewa,negative
1695,gak cetak sertifikat gagal mulu pdhl nik dah,negative
1696,install pilih warga negara ceklis tuju syarat ceklis ok tolong anak smk komputer rpl aja aplikasi kayaa gin kelen ga hampa kali,negative
1697,ngerepotin rakyat aja bikin khusus iphone aja aplikasi biar rakyat repot jos,negative
1698,vaksin status merah solusi,negative
1699,aplikasi henti paksauninstall pake hapus download ulang kacau,negative
1700,sertifikat vaksin muncul apk muncul website peduli lindung sertifikat vaksin apk isi data yg lengkap tulis sertifikat hasil muncul apk peduli lindung,negative
1701,kode otpgara akun pedulilindungi hp lamapas sya ganti hp instal ko ngga dapet kode otp lagipadajal trrdaftartolong solusi,negative
1702,udh downloadsuruh masuk kode verifikasitapi ga d kirim pesan whatsappg mna sulit,negative
1703,buka apk nya,negative
1704,aplikasi cek sertifikat trs tekan robot gambar yg bus tp perintah nya lampu lintas pantes aja sistem indonesia tolol hacker rekrut mbenahi sistem yg lemah laporin polisi   indonesia bodoh,negative
1705,tdk berjalanselalu tutup,negative
1706,cek sertifikat gak ya,negative
1707,maaf kak gabisaaa cek sertifikat vaksin nya yah apk,negative
1708,sertifikat vaksin muncul lbh bln,negative
1709,sertivikat muncul,negative
1710,jujur verifikasi sandi susah,negative
1711,update jd force close nih aplikasi kerja tuntut scan barcode peduli lindung ,negative
1712,ngisi data tgl lahir nya keren ya bikin jari keriting ga pakai sistem kursor udah gitu ngulang kali kali pas save internal eror terima kasih habis,negative
1713,aplikasi tolong lokasi dah nyala bilang lokasi dah update ga buka,negative
1714,data internet wifi akses gimana sih,negative
1715,cek sertifikat vaksin jonson gak udah vaksin gak sms logintolong admin sistemya,negative
1716,udah vaksin blm sertfikatnya,negative
1717,aplikasi parah uda input berkalikali tetep aja gak,negative
1718,vaksin hitung september muncul orang vaksin buka sertifikat vaksin tolong sinkron data vaksin tolak bela ja mal supermarket sedia scan peduli lindung,negative
1719,aplikasi bikin puasing muter muter trus jelek banget,negative
1720,tdk bs buka sendirimasa hrs download lg buang  kuota sj,negative
1721,vaksin nya yg lebihsamapi skrg sertifikat nya gak kunjung keluarudh cek ulang kali web pedulilindungi app pedulilindungibotwhatsapp kemenkes ajabelum daftar katanyapadahal data yg masuk udh sesuaibenardimanakah letak salah nyaeror nya berpikirini main tugas pelaksanaber alas blablabla ujung nya mintak duit jugak nymohonla tindak lanjutiprovinsi aceh kabupaten gayo lues camat blangkejerendesa kota lintang,negative
1722,kode nya gk muncul udah kali coba masuk kali coba ,negative
1723,status kartu vaksin merah vaksin tanggal november kemarin prosedur diapk daftar registrasi sertifikasi vaksin sungguh berat pergi fasilitas dikarekan mohon orang orang terimakasih,negative
1724,sertifikat vaksin muncul uda vaksin selesai,negative
1725,dah faksin tp sertifikat faksinnya yg laku,negative
1726,ribet nggak kasi pandu sy trs aja ngoceh hhh pokok aplikasi bacot bener dah   ,negative
1727,sertifikat vaksin vaksin kali kontak hasil nihil,negative
1728,aplikasi gak akurat d vaksinasitapi sertifikasi mlaah d suruh vaksin lgi,negative
